Table 1
age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
17,Male,USA,4.505271531177470,Instagram,5,Entertainment,26.940792969855800,1,7.378638038485470,Medium,7.639873609385260
22,Male,Brazil,5.211642348120250,Instagram,5,Socializing,8.370895450226950,1,8.367206421889900,High,49.780017344782200
18,Male,India,4.2143907137733000,TikTok,2,Education,25.852585767480200,1,6.743704044370260,Medium,57.73447909030540
26,Male,India,0.5,Snapchat,3,Education,13.85685081036950,1,8.669991846439090,Low,39.64663484516230
16,Male,USA,4.724187134436000,Instagram,5,Content Creation,22.878040247323900,1,4.689508106293280,Medium,31.8938508448951
24,Female,India,2.403487903671780,TikTok,4,Content Creation,19.20690032786710,0,7.7565346788375600,Low,39.87881345413850
21,Male,India,5.036389835669560,Snapchat,2,Entertainment,21.782193535309700,1,6.150187769369020,High,59.30471620597750
25,Male,USA,5.124975153736790,YouTube,1,Entertainment,20.836753916728800,1,6.710703507729620,High,71.58495429031460
16,Female,India,0.6167132987839330,YouTube,3,Education,16.69248475303200,1,10.0,Low,70.07925049940110
13,Male,India,3.314064621574250,Instagram,4,Education,33.40597374425100,1,7.555813418385730,Medium,55.00401794500130
19,Female,India,1.8164446949456200,Twitter,3,Entertainment,37.03198356771890,1,8.057186356195280,Low,22.293633631054200
19,Female,Canada,2.9494045622896100,TikTok,4,Education,21.831944753200200,1,8.671650630989230,Medium,64.22606083051780
16,Male,USA,3.0951391871044700,Snapchat,1,Socializing,10.992193578987300,0,8.88600427397446,Medium,62.542181276376300
25,Female,Brazil,1.8356393201939600,TikTok,1,Content Creation,26.745047219667400,1,8.500302585604050,Low,27.26499365866440
26,Female,USA,3.3936789723928300,YouTube,4,Entertainment,24.25867597996290,1,5.788652346920290,Medium,74.52673460610500
15,Male,India,3.1357031081187700,Instagram,3,Entertainment,16.911831768763100,0,7.725980183174070,Medium,35.409916332296200
20,Male,Brazil,2.822071986913050,Snapchat,3,Socializing,21.40923541121890,1,8.805447694024980,Medium,39.755797043501800
17,Female,Australia,5.634547215653810,TikTok,1,Entertainment,24.717375393589700,1,6.41610768551835,High,55.763107815616500
22,Male,India,2.8425581862386600,TikTok,3,Education,31.01817765919910,1,8.566828991376840,Medium,56.1754432019945
19,Male,USA,4.392265535510120,TikTok,1,Entertainment,28.55381951701200,0,5.473238702018830,Medium,51.978336255203100
16,Male,Brazil,4.145336530473230,Instagram,3,Entertainment,22.785152627099700,0,6.9628633914490900,Medium,58.3503926377954
16,Female,USA,4.132706547419120,YouTube,5,Entertainment,35.61005373858840,0,4.608413755732140,Medium,88.96099103393110
20,Male,USA,1.499388768209770,Instagram,5,Education,40.99689336303670,1,9.93104391870816,Low,35.58161271285850
26,Male,USA,3.373249948809940,Snapchat,3,Entertainment,5.955910251559830,0,6.4625314421043000,Medium,68.29467962029720
20,Male,India,1.1539064266654800,YouTube,4,Entertainment,12.96846569397380,1,8.864864088740410,Low,15.296870508883000
14,Female,Brazil,5.604169670364250,YouTube,3,Entertainment,15.045958270036000,0,5.904868353944510,High,28.40500384505210
26,Male,India,0.5,YouTube,4,Entertainment,26.459516917738400,0,9.171434168908040,Low,35.30208153530850
14,Female,India,4.056989489747430,TikTok,4,Socializing,34.04445872032160,1,6.595350755673510,Medium,55.53834741394930
15,Other,Brazil,3.670839700229370,Snapchat,5,Entertainment,17.12150329598380,1,7.484382968232820,Medium,0.7312109113680090
27,Male,India,3.949563595665540,Instagram,5,Entertainment,20.275303228328200,1,7.90609270207573,Medium,34.14810360067870
24,Female,Brazil,5.362884777617600,Twitter,1,Socializing,36.782316378436000,1,5.641643126294030,High,51.424516811012500
24,Male,India,4.312623534007590,YouTube,1,News,41.08509360900950,1,5.912852551600760,Medium,44.82052882079360
15,Other,USA,3.0065256300425100,YouTube,1,Entertainment,26.331758599814300,1,7.906877719311180,Medium,57.69047400791410
13,Male,Australia,2.8015071723318700,YouTube,5,Education,20.443741376876300,1,8.176178842547310,Medium,53.267106403830100
27,Male,Brazil,4.080977326837650,Twitter,4,Education,19.89093947317860,0,6.133782022985350,Medium,48.35681983658390
26,Female,Canada,5.078565092069080,Instagram,1,Entertainment,41.425645286613900,1,3.7498179551181600,High,18.559922887253900
15,Female,India,2.5545250754499500,Instagram,4,News,22.573185840445000,1,8.432853627836860,Medium,40.65297453837910
18,Male,India,3.293821658956490,YouTube,3,Socializing,10.625087721697400,0,8.168298254779540,Medium,50.99824643967320
20,Male,India,2.0689205424916800,Instagram,3,Education,30.438701798393000,1,9.21344714354361,Low,52.32149296064640
25,Male,Germany,4.320305892197200,TikTok,3,Entertainment,21.78616061274960,1,5.6262798906664600,Medium,16.125095807222200
24,Male,India,3.9752812280768500,Instagram,1,Education,38.2298512733826,0,6.743497321574020,Medium,6.101002738258540
26,Male,India,2.6341805313478200,TikTok,2,News,22.89754136694630,1,7.289704819956480,Medium,26.76964500007180
22,Male,India,2.264142479774900,TikTok,1,Education,28.866144723534100,1,7.8975340759151900,Low,27.101779208807400
18,Female,UK,2.4010724099798200,Twitter,1,Socializing,16.045727800401000,0,8.327857597784400,Low,47.048074869251700
17,Female,Australia,4.031592682650380,TikTok,4,Entertainment,22.670602978379800,0,6.057082978679190,Medium,34.973183555687
27,Male,Brazil,0.9136553924245710,TikTok,5,Entertainment,29.059463282734100,0,7.359122543289800,Low,65.86915102416820
16,Female,India,3.9231714600631400,Instagram,1,Education,18.444658066731900,0,7.078326621367860,Medium,2.7873057794985200
15,Female,Brazil,0.8134998996659160,Instagram,3,Socializing,25.80898933600700,0,10.0,Low,35.63460341258230
25,Female,Canada,5.594876069914920,Instagram,4,Entertainment,19.001871567602400,0,7.126429742452100,High,39.76132900093840
16,Female,India,2.843081176441990,Snapchat,4,Entertainment,9.151520720934510,1,7.861093287930020,Medium,22.78464830433730
26,Female,Canada,4.045243113368980,Instagram,2,Education,24.20490017410670,1,7.683002479404400,Medium,24.36273322588080
19,Female,USA,3.6388131020078400,TikTok,2,Entertainment,34.8712565058991,1,7.627705370641460,Medium,38.49168651151960
13,Female,Canada,3.0646101978081600,Snapchat,2,Socializing,38.89283124306420,1,5.794630218706420,Medium,44.81527452566230
19,Male,UK,5.498543089947460,Instagram,1,Entertainment,44.90654418232970,1,6.478701028196020,High,27.07458487105200
13,Female,India,6.169193935951120,YouTube,3,Entertainment,31.195768410999300,1,4.3129701355335000,High,30.979195962540300
14,Male,Canada,2.3912735408857500,YouTube,2,Entertainment,30.53463585322260,1,6.902367499584520,Low,26.99583789441760
27,Female,Brazil,2.081551305879200,Instagram,2,Content Creation,24.860865587089100,1,9.110533410653550,Low,55.68174626118310
16,Male,India,6.366791534800070,Instagram,2,Socializing,22.26418044652030,1,6.090535360089920,High,20.94793593608400
13,Other,UK,1.7377425246919400,Instagram,5,Entertainment,27.142432319206700,1,9.312232296660520,Low,25.18273857331650
23,Female,UK,2.407066355225240,TikTok,1,Education,11.45217317371910,0,7.026293495051510,Low,60.89201444944140
24,Male,India,2.3826353583346000,YouTube,2,Socializing,35.71640108061670,0,8.484112644517590,Low,34.972602617506600
23,Female,Brazil,4.036726311881970,Instagram,1,Socializing,5.344302493168220,1,8.75739602155348,Medium,43.29398214523410
27,Male,UK,3.299556379975270,Instagram,5,Entertainment,36.93413473845010,1,7.297786760762260,Medium,9.64914588530793
23,Male,India,4.478772243110440,Instagram,4,Entertainment,35.26235859885210,0,6.7753225983217300,Medium,75.46639002672640
21,Female,India,2.6190973113817400,Instagram,3,Socializing,10.06796897910150,0,9.312924403548590,Medium,55.931233710578900
24,Female,India,3.3361627286115500,YouTube,4,Entertainment,19.13460049580610,0,8.589108834704560,Medium,28.536782714788800
18,Male,India,4.065251435030620,TikTok,2,Entertainment,31.04896140746970,0,7.865249027750280,Medium,31.47851279451330
25,Male,Canada,4.957701316872400,YouTube,3,Education,8.902464443230250,0,5.811270490046330,Medium,77.7269149825582
13,Male,USA,4.659288252388120,YouTube,3,News,20.702092844338300,0,8.461647154192680,Medium,41.39375765191900
13,Female,USA,1.3050186824778600,Snapchat,1,Entertainment,20.053108895753400,0,8.850355165030480,Low,66.17682762422500
18,Female,USA,4.882081767546470,YouTube,2,Entertainment,44.53208915131860,1,4.437784677374050,Medium,44.924357980788500
16,Female,Germany,4.548987548108560,TikTok,1,News,15.766788117412900,0,7.838213411371910,Medium,38.65844811761310
16,Female,India,1.7528064069897700,TikTok,1,Education,23.962712799421300,1,8.534257351132830,Low,17.309117766910700
27,Other,Brazil,1.8039163856006000,Twitter,3,Education,15.279922438160500,1,8.57869492791891,Low,29.00044763981690
23,Female,India,1.708834719944450,TikTok,1,Education,15.71567538634910,1,9.043596844820060,Low,37.91681322942810
27,Female,India,4.1033884510559000,Snapchat,1,Entertainment,25.13148766117950,0,5.397288670570230,Medium,19.924430542071500
18,Female,India,1.5468915182183100,Instagram,1,Socializing,34.42143057800010,0,10.0,Low,28.98351551306210
27,Male,USA,2.4950464069263000,Instagram,2,Education,19.473545399156200,1,6.577611224685580,Low,8.163929289725990
26,Female,UK,3.791232426645820,YouTube,3,Socializing,29.730708031750300,1,7.046354234094250,Medium,78.80886827651000
24,Male,UK,2.553094683580650,Twitter,1,Entertainment,18.928898415886000,1,8.62430217520167,Medium,37.8299902004478
23,Female,India,6.058603518624850,Twitter,1,Socializing,31.52468526902710,1,4.451278860073370,High,23.752210934741500
19,Other,India,0.9573310516689880,Instagram,5,Content Creation,27.91689398577090,0,7.810972700465270,Low,50.906654568795300
21,Male,India,1.8324138027789500,Twitter,3,Entertainment,20.789141683775200,1,9.17910221241539,Low,58.668275887551100
22,Male,UK,1.4646114017320500,Instagram,1,Entertainment,27.158801048588500,0,8.714364041665220,Low,35.237377930971600
17,Male,Australia,3.44262712795907,TikTok,4,Socializing,30.675971611203500,1,6.239886898364040,Medium,50.28750218606550
21,Female,India,3.100498069610870,TikTok,5,Education,26.517491150903900,1,8.16856598357719,Medium,22.5493111182381
16,Female,India,3.951081860276490,Snapchat,5,Entertainment,26.27887515389080,0,6.4832934227220800,Medium,94.4879334214825
25,Female,India,2.8391698261140500,Twitter,1,Education,11.008338245277100,1,7.356549336678020,Medium,40.479571554446100
22,Male,USA,1.9515187565914600,YouTube,1,Socializing,26.75951776528660,0,8.532725144025160,Low,10.525929651607000
14,Female,India,2.8645962774548000,Instagram,4,Socializing,27.583498030505500,1,6.975494780133540,Medium,37.7132968901266
15,Male,India,2.2948426366903500,Snapchat,5,Entertainment,38.852818901755200,1,10.0,Low,62.61810252418230
25,Male,Canada,3.935127920628300,Snapchat,5,Socializing,27.182625047733000,1,6.364420688118920,Medium,67.0254753201877
23,Other,India,3.733173811023870,Instagram,3,Entertainment,25.5664942454412,0,6.276472172394200,Medium,35.96140102768720
13,Other,Germany,6.2326840699265700,YouTube,3,Education,16.624608413889400,1,6.07547986433752,High,28.964594567371800
26,Male,India,3.3687582309360300,Instagram,1,News,17.869160283025400,1,6.913337712918110,Medium,30.008062951779400
26,Male,USA,5.058247905407390,TikTok,3,Education,26.203997821616800,0,6.713873619116970,High,33.12881556656790
18,Male,USA,3.656639533615340,Snapchat,2,Education,46.138063421255600,0,6.731844401673800,Medium,57.204705443394200
25,Female,India,4.872380473504120,Snapchat,4,Education,19.808288413919900,1,6.6179987593354100,Medium,28.90667119615320
18,Male,Australia,3.7717588648389900,Twitter,5,Socializing,20.811994051497000,0,7.09522738036756,Medium,51.60466389140400
13,Female,USA,5.525479704521050,Twitter,4,Entertainment,22.231771011856000,0,6.137524226678690,High,44.434239359506500
23,Female,India,5.647192051048550,Snapchat,5,Education,34.36869014351780,1,4.695114476676990,High,37.7892231245122
25,Male,Germany,2.848546555131000,YouTube,1,Education,29.784574911597400,1,7.76919176361449,Medium,12.49568601103450
15,Male,USA,2.9947044988637500,Instagram,5,Education,32.9281413272196,1,7.319750894854760,Medium,14.207731316403700
17,Female,India,5.46506437197359,Instagram,3,Entertainment,22.14740273947990,1,5.789300495153280,High,19.940324620091200
15,Other,Brazil,4.618279318636500,Snapchat,3,Socializing,21.99785536826470,1,6.133835306980430,Medium,16.422991098027300
22,Female,Canada,2.3000763221151900,TikTok,1,Education,13.4918323944206,1,7.790216948164020,Low,60.26332224578930
15,Female,India,0.5,Instagram,2,Socializing,10.24332124405600,0,9.696399343845850,Low,51.55096861004700
26,Male,India,2.9980778130204000,Instagram,3,Entertainment,20.381983638953100,1,8.583388012718290,Medium,71.49730845625880
22,Male,India,3.977486807881500,Twitter,2,Entertainment,36.28772114821760,0,6.648019307487890,Medium,9.506520305539050
15,Female,Germany,2.5394434524558200,TikTok,1,Education,20.841852402399100,0,9.90338679044297,Medium,26.85917115522920
17,Female,Germany,3.7861654677603600,YouTube,1,Socializing,29.991118279293000,1,7.414656872184580,Medium,49.73071812148570
25,Female,India,2.535188041820490,Instagram,4,Education,10.987352822267600,1,8.348669885862570,Medium,31.03548460744650
17,Male,India,4.953561999547110,Instagram,1,Entertainment,5.472342477926690,1,5.904259377736270,Medium,12.05322024603700
16,Female,Australia,6.5692956879100200,Snapchat,3,Socializing,15.302168217857500,1,5.281130056016370,High,9.005890996208950
13,Female,India,2.3668314179442600,TikTok,5,Content Creation,31.402848569445600,0,6.755258554458500,Low,50.27868788668200
17,Female,India,1.5272205743267100,TikTok,1,News,15.108514328115400,1,10.0,Low,9.634304681045570
22,Other,UK,6.959827674952720,TikTok,1,Socializing,8.632189349289410,1,4.419461520476810,High,43.61865209459070
17,Male,USA,5.201458829129920,Twitter,5,News,25.36385145041700,1,6.632010752986050,High,34.1186979647789
16,Male,India,3.8077860047981800,TikTok,5,News,13.428871063705500,0,5.978242460108910,Medium,35.50448453410310
18,Male,Brazil,0.5,YouTube,5,Entertainment,34.017565030200300,0,8.81157138156805,Low,46.495985037636200
22,Female,India,6.873844069077210,YouTube,5,Entertainment,15.88493389910940,0,3.036885048358600,High,8.51682489248159
16,Male,Germany,2.8528045679512400,TikTok,4,Socializing,19.924118100718200,1,7.004395457750860,Medium,0.0
26,Male,Canada,3.3427932146584200,YouTube,1,Content Creation,26.179099830936400,1,6.850207400451320,Medium,62.04699292852160
19,Female,Brazil,2.2663855483837200,TikTok,5,Entertainment,28.612666302669800,0,8.37602209988391,Low,43.80973121201290
19,Other,UK,1.9513258626039200,TikTok,2,Entertainment,28.06692560829540,0,9.25126592074222,Low,73.55919699927200
14,Female,UK,5.243109159644260,Twitter,1,Entertainment,26.517566483835800,0,7.084554985924260,High,41.11994695841290
15,Male,India,7.001726089564750,Instagram,5,Entertainment,28.553483632605500,1,4.826747095309960,High,52.3617668008064
13,Female,Brazil,3.868245477865710,YouTube,2,News,19.62020365327000,1,5.6480728404849600,Medium,38.953442180738400
20,Female,Canada,4.050042470918310,YouTube,2,Socializing,15.750466774832400,1,7.222875221509980,Medium,37.71384611003550
21,Female,India,2.983944732314740,Instagram,3,Education,24.481517172278100,1,8.973297768091160,Medium,64.02227681013990
16,Male,India,3.2710861771721000,Twitter,2,News,26.063574465423700,0,8.380209812662870,Medium,51.3732892192471
18,Male,Canada,3.773154483269100,Instagram,5,Socializing,35.98270248888760,0,7.635859471819780,Medium,58.41431034365710
21,Male,Germany,2.6222614545911200,Instagram,5,Socializing,29.33692180399970,1,8.599392761682700,Medium,36.464426889726800
18,Female,Brazil,6.476906959884000,Snapchat,3,News,36.88026835826040,0,8.117131356093960,High,29.07125353034240
26,Male,Brazil,3.2821517624201300,YouTube,3,Socializing,29.653625493575900,1,8.16044874255416,Medium,4.321718791735200
24,Male,Canada,4.409239609253130,Instagram,1,Content Creation,37.6688273281571,1,5.776555706098400,Medium,39.023317400784100
24,Female,USA,2.2902740088978500,TikTok,3,Entertainment,20.316419573870000,1,8.978625929217320,Low,61.888191220711300
24,Male,Germany,6.083042738129320,TikTok,1,Socializing,31.45452168901750,1,5.838763696325580,High,55.032117455739800
21,Male,India,3.2188635283190700,TikTok,4,Entertainment,27.458596070394300,0,6.8682225655545100,Medium,32.43423901412810
27,Other,UK,4.540458734677480,Instagram,4,Entertainment,29.661413238859400,1,5.093966468271910,Medium,24.538701650229800
16,Female,USA,4.911136677531200,YouTube,2,Entertainment,24.81604946646410,0,5.5655040611428,Medium,29.267112942282300
20,Female,USA,3.7184917870669700,Instagram,1,Education,18.907658099157100,1,5.864767905534180,Medium,59.28483572952500
21,Male,India,2.640050963011810,YouTube,5,Education,26.39801825991590,0,7.8282947203171100,Medium,24.987614423951100
16,Female,Canada,2.6641230542666400,YouTube,2,Socializing,18.616846320528600,1,6.2981707669413,Medium,58.086380666155500
17,Female,India,6.196225055192400,TikTok,4,News,32.22323170394100,1,4.881571015914570,High,26.87198530373250
26,Other,India,3.3408427619195700,YouTube,1,Socializing,13.643660949829000,1,7.662710001462730,Medium,57.7277802422018
20,Male,USA,4.68350772417153,Instagram,2,Socializing,31.04938442164780,0,6.790313868038420,Medium,29.7271088239171
24,Male,Germany,2.2478488624457800,TikTok,1,Education,34.33090904855650,1,8.229746783548790,Low,42.68529559587690
22,Male,Australia,3.5876650487392200,Twitter,4,Entertainment,11.18244523900540,1,5.707818778383360,Medium,75.24153593515590
26,Male,Germany,2.558246679520250,YouTube,1,Entertainment,28.384756165338600,0,9.214129069894200,Medium,18.825457508236400
18,Male,USA,1.584745941090340,YouTube,1,Entertainment,35.042597369323600,1,6.653832065580110,Low,42.19616292260100
24,Female,USA,1.9135660903737400,Instagram,1,Entertainment,32.3099854430295,1,7.398421741133700,Low,30.090404103622900
19,Female,Brazil,4.045883043489030,YouTube,4,News,8.299091364893430,0,5.666575250662670,Medium,0.0
15,Female,USA,1.7535217981634200,Snapchat,3,News,45.572764204823400,0,9.209439648274300,Low,23.76865674377410
19,Female,USA,2.878532251458860,Instagram,4,Socializing,25.406193996630100,1,5.88111692370242,Medium,32.540957849127500
24,Male,USA,1.8783196080692000,YouTube,1,Education,29.721394448862000,0,8.802492523831800,Low,51.041058046090000
26,Other,India,3.3002473402061600,YouTube,3,News,28.682404398112600,1,6.691107683920920,Medium,34.85967234877300
20,Female,India,3.2083516120283900,TikTok,2,Entertainment,40.34683864308940,1,8.005155403162470,Medium,32.18942396714690
22,Male,Germany,4.018565032983070,Twitter,3,Entertainment,20.083148172565200,0,7.5371888018944500,Medium,41.072816525341900
18,Female,India,3.79796616955838,TikTok,5,Entertainment,45.09378613451370,0,5.84416418928085,Medium,47.76125711346080
27,Male,USA,3.267895052340840,YouTube,4,Socializing,12.110254987411700,1,8.38964364074413,Medium,92.38506977349220
22,Female,Canada,5.668495035743880,Instagram,5,News,48.128233732216200,1,3.7701409183274100,High,58.927508752174400
21,Female,Germany,3.794532703083460,YouTube,2,Entertainment,7.356978163565630,1,8.82478837230707,Medium,39.230152051528200
25,Other,Brazil,6.241770355033840,YouTube,1,Socializing,16.50118742789070,1,6.1186987506433800,High,36.538443413277500
18,Female,UK,3.175819901936540,Twitter,3,Entertainment,28.486960751809600,1,7.1029649472891300,Medium,71.02983761314570
24,Male,Brazil,3.9986087824937100,Instagram,5,Entertainment,18.082751260914800,1,5.810938047136050,Medium,26.090354443106400
21,Female,India,6.118308391432980,Twitter,3,Education,41.173428261941700,0,3.9023329570878000,High,69.28189643334820
25,Male,UK,4.82218440334618,YouTube,3,Socializing,14.946358253070200,1,6.513696517162570,Medium,40.71939717505330
16,Female,Brazil,3.1003835099204500,TikTok,4,Socializing,34.73037858905080,1,8.258429175520160,Medium,30.920508360638900
20,Male,Germany,0.5,Snapchat,1,Entertainment,27.953124879430300,0,9.312320311228760,Low,23.155910475005
23,Male,Australia,3.350612762482010,YouTube,5,Entertainment,28.14718120918830,0,7.120411013268150,Medium,11.354021224628000
16,Female,India,4.665144175059060,YouTube,4,Entertainment,31.062309640425500,1,4.713843465758030,Medium,43.29335496757250
14,Female,USA,6.373624082456080,TikTok,3,Entertainment,28.644517226001700,1,4.832319626741920,High,60.11147857810540
22,Female,USA,4.767973956383600,TikTok,4,Content Creation,19.053875028760700,1,4.259194454441080,Medium,16.81907787951470
23,Female,UK,4.561935029489730,YouTube,5,Socializing,36.56397698228340,0,5.597465103246980,Medium,24.57697525573350
21,Female,USA,4.845601485509840,YouTube,2,Socializing,34.092207311498200,1,6.176651615835010,Medium,8.044559329431350
17,Male,Australia,5.401761313603330,TikTok,5,News,47.45647017407550,0,4.121324913142070,High,47.910985829481900
16,Male,India,2.1653638596695900,Instagram,2,Entertainment,10.670660445816300,1,7.917522294650030,Low,59.659047576258000
14,Male,Canada,3.6455932619219300,Instagram,1,Socializing,31.220683149822200,1,6.261080673502590,Medium,31.282290033496300
13,Female,Australia,3.1058848082890600,Instagram,2,Content Creation,19.10148155393050,1,6.394142650257830,Medium,64.60584967876320
23,Male,USA,4.678882937072130,Instagram,2,Entertainment,14.338816034722800,1,5.201310667955470,Medium,14.486973399970400
19,Male,Canada,5.156981898875460,Twitter,3,Socializing,29.205366579383400,0,7.150608952095920,High,22.613089558034900
18,Female,UK,3.383454409773930,TikTok,3,Entertainment,38.280336054731400,1,8.183890800467640,Medium,10.654974850865900
27,Female,India,5.196611115623350,Instagram,3,Entertainment,14.615923806090900,0,6.212670101219910,High,51.331398161096500
27,Female,Canada,2.74674684013992,Twitter,4,Education,28.08414151673380,1,6.917611715143410,Medium,37.98856158362960
14,Female,Canada,2.979803083877800,YouTube,2,Socializing,9.221825304467790,0,6.251425130786380,Medium,52.590236735415700
20,Female,UK,3.6545952901465400,YouTube,3,Socializing,30.967840784589400,1,7.960806160270830,Medium,49.74990732564430
23,Male,India,0.5,Instagram,3,Education,5.0,1,10.0,Low,72.12439210727110
16,Male,India,2.6763482688566200,Instagram,3,News,29.851149393816600,1,7.636885485374170,Medium,0.0
20,Other,USA,3.887985940382730,YouTube,5,Socializing,27.037798942652400,0,6.996818735449620,Medium,38.59780385223450
27,Male,Australia,2.3334698910681900,TikTok,3,Education,18.85661238204940,1,7.259141930774830,Low,52.93375017330810
19,Male,Brazil,5.256891199741290,YouTube,5,Socializing,34.002979562941000,1,5.671903582140550,High,33.94168089212790
17,Female,Brazil,3.8427856356252400,Snapchat,5,Entertainment,34.82512862452750,1,6.807182430144490,Medium,2.71776544323577
22,Female,India,5.881328996495820,YouTube,4,News,37.85323142581300,1,3.9195941832474500,High,56.340522613195400
22,Female,India,2.99041019161437,TikTok,1,Education,20.901969124172400,1,6.55631324026028,Medium,41.2001132160742
24,Male,UK,4.375016006857240,Snapchat,3,Entertainment,18.255157467938700,0,4.707767808866280,Medium,54.217832681821800
20,Male,Brazil,3.4990537161093200,TikTok,5,Education,9.712580691740790,0,6.446182975009170,Medium,66.2064096882663
26,Female,India,4.75548561180881,TikTok,1,Entertainment,22.11616538474890,0,4.883440244009270,Medium,8.98066453515112
21,Female,USA,3.250596365229380,YouTube,4,Socializing,18.79129988900470,0,5.1051171180560100,Medium,61.95490033441230
17,Female,USA,3.736304007085160,YouTube,2,Socializing,25.810018763707000,1,7.942261442015150,Medium,29.6002607925503
22,Male,Brazil,4.502374861887010,YouTube,3,Entertainment,17.011426050286600,1,7.929736460686650,Medium,38.53680984529130
17,Male,Germany,2.0849092228131900,TikTok,2,Education,25.0996898447811,0,6.74147130321685,Low,30.784194483594800
14,Male,Brazil,5.406933035593100,Instagram,2,Socializing,22.366812848996800,1,5.484138944135620,High,42.72296023826630
17,Female,USA,2.445857625358990,YouTube,2,Socializing,33.89311150891360,1,9.495257553495310,Low,47.00670105719590
15,Male,UK,1.7260846033743400,Snapchat,1,Entertainment,25.05313686487510,1,8.57295520155754,Low,30.35225476450620
19,Male,USA,3.816867971290670,Twitter,5,Entertainment,16.60603586543360,1,9.030511752815200,Medium,41.77362288243530
22,Female,USA,5.083626989556960,Twitter,5,Content Creation,5.0,1,5.945191921515040,High,2.5410887651300000
17,Male,USA,3.8471255696881000,Instagram,3,Entertainment,38.90321385863860,1,7.959259773313150,Medium,27.107063146126900
20,Female,India,3.7608257697426500,TikTok,1,Entertainment,19.596603773803700,1,8.328371851222310,Medium,27.08015549670120
13,Female,India,2.793579784176260,Twitter,1,News,28.280602700574600,0,8.718019591003670,Medium,77.31369469255840
15,Male,India,5.444518197387540,Snapchat,5,Socializing,21.68507437339580,0,5.066960224250210,High,35.8492692465763
15,Female,Germany,2.3517596702001700,YouTube,2,Education,32.005233398822400,1,8.368899428878740,Low,17.317429360365800
21,Female,Canada,3.2722764390088900,TikTok,2,Socializing,31.27513661455380,0,7.420649496174260,Medium,31.761302339008600
17,Female,India,3.4188039037231100,TikTok,5,Education,26.22692064755830,1,8.645143958908130,Medium,48.175176871029600
24,Female,Australia,1.9888567410135700,YouTube,1,Socializing,27.408926637760900,1,8.213012067765610,Low,40.573769242067200
21,Female,India,4.748530856879260,YouTube,2,Socializing,12.60631156262480,1,5.986414454873940,Medium,38.326992599892700
25,Male,USA,1.8531720553399800,Instagram,1,Entertainment,12.680350625403000,0,9.733147496565560,Low,36.923448434261500
21,Male,India,4.253204662440270,Twitter,2,Entertainment,27.74086529291580,0,6.152981812018510,Medium,63.444022659286800
13,Male,USA,3.408434212225900,YouTube,5,News,25.366000735466900,1,8.2647128514334,Medium,16.202624517340800
14,Female,India,3.795463171535810,YouTube,2,News,35.381179625958100,0,6.904694269135810,Medium,43.76176688847020
17,Male,UK,5.527915029259440,TikTok,2,Education,26.53420457848340,0,5.172115275694530,High,4.369317564581810
16,Male,Australia,4.002970634103280,TikTok,3,Socializing,23.775687524786200,1,7.934523418400620,Medium,28.12305115056800
27,Male,Canada,5.295228797872980,YouTube,1,Entertainment,32.70510941155770,0,4.642231319766980,High,1.6038878626429400
22,Male,Germany,3.426869044867190,TikTok,4,Entertainment,32.71791873836460,1,5.866756993373810,Medium,4.184941723419800
21,Male,Canada,3.4084192111003800,TikTok,4,Entertainment,22.42233631702660,0,7.082909990942990,Medium,13.7876511426137
19,Female,Brazil,3.1810485693748600,YouTube,2,Education,36.4722168696633,1,7.110028573371290,Medium,2.798938143249390
18,Female,India,3.785729283488570,Instagram,2,Entertainment,9.731650680673520,1,6.760131555200900,Medium,66.01106111806450
19,Female,India,6.296784951029690,Instagram,1,Education,35.259520148671300,1,3.797937994471940,High,20.243671127874300
13,Male,India,2.192182922515160,Instagram,3,Socializing,16.481046518992500,0,7.982354935424290,Low,29.26144774934930
13,Female,UK,4.484429323870380,YouTube,1,Education,27.464408400949500,0,6.764170955834310,Medium,54.1218973390647
20,Female,Australia,4.132278570308640,Instagram,3,Education,19.323018742954600,1,6.400689151231620,Medium,47.84715820178030
25,Male,Germany,2.8284711088243400,YouTube,1,Education,12.85191532895190,1,8.82096389980435,Medium,48.89562904115020
25,Female,Brazil,1.9191116163493600,Twitter,4,Entertainment,38.13351663727160,0,8.809289331746830,Low,56.3065350012357
14,Female,India,2.6952056030987700,Instagram,4,News,14.791866412569900,1,8.589280699905020,Medium,38.8963406320756
24,Female,India,4.422317745399630,TikTok,1,Entertainment,7.734168158572090,0,6.008384626417520,Medium,26.188764266486100
22,Female,USA,4.429033502934760,TikTok,1,Entertainment,44.83031349042330,0,5.903400596888180,Medium,55.868028105008700
23,Male,Canada,3.8012792224895000,YouTube,1,Education,8.233332288486960,1,8.97333649850787,Medium,55.16118349178920
21,Female,India,4.637144963765020,YouTube,2,Socializing,16.61384325265490,0,5.494072524438950,Medium,35.59892105032730
19,Male,UK,4.361742729312170,Snapchat,4,Entertainment,10.929287139123800,0,7.503481693699860,Medium,58.250398482860600
18,Female,Canada,3.657717760748180,Instagram,1,Entertainment,18.954377052583600,0,6.6739292359902800,Medium,20.56688543592900
13,Female,India,4.798390080032750,YouTube,5,Entertainment,17.42857295808060,1,6.740167943430790,Medium,43.814897315256400
